IP Address,BAD IP,Risk Score,Risk Level,Attack Count,First Seen,Last Seen,Targeted Agents,Attack Types,Country,Country Code,City,Latitude,Longitude,Geo Source,Is Malicious,Threat Score,Reputation Score,TI Sources,TI Confidence,VT Malicious,VT Suspicious,VT Categories,AbuseIPDB Score,Abuse Confidence,AbuseIPDB Reports,Total Reports,Is Whitelisted,ISP,Usage Type,SANS Score,SANS Count,SANS Attacks,SANS Malicious,SANS First Seen,SANS Last Seen,ML Anomaly,ML Score,ML Severity,ML Explanation,VAE Anomaly,VAE Score,Deep SVDD Anomaly,Deep SVDD Score,Advanced ML Anomaly,Advanced ML Severity,Is Tor,Is VPN,Is Cloud,Organization,MITRE Tactics,MITRE Techniques,MITRE URLs
44.213.14.151,NO,70.0,HIGH,74,2026-01-29 11:30:46,2026-02-05 09:18:13,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Amazon Data Services Northern Virginia,Data Center/Web Hosting/Transit,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,176.331,No,8.0914,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
116.206.246.25,NO,70.0,HIGH,15,2026-02-04 07:59:44,2026-02-05 07:47:27,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata Plc,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.623,No,9.676,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.186.227,NO,70.0,HIGH,17,2026-02-02 14:48:55,2026-02-04 23:01:19,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,5.2363,No,9.4464,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
47.15.178.187,NO,70.0,HIGH,8,2026-02-02 20:25:04,2026-02-04 22:15:06,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,1,1,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,TI validation: Insufficient TI evidence for confirmation,No,2.4316,No,9.2681,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
49.36.218.97,YES,70.0,HIGH,3,2026-02-02 22:16:43,2026-02-04 16:31:25,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,Yes,18,82,AbuseIPDB,18,0,0,,18,18,4,4,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=18%, reports=4, not_whitelisted",No,10.3203,No,0.7794,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
175.157.173.109,NO,70.0,HIGH,10,2026-01-29 20:44:02,2026-01-31 14:18:22,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.5661,No,9.5274,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.12.0.52,N/A,69.03,MEDIUM,540,2026-02-05 06:29:07,2026-02-05 06:32:14,016|HRC-RCM-Supported-Server-PROD|10.12.0.52,"AttackType.UNKNOWN, AttackType.SSRF, AttackType.EXPLOIT, AttackType.RECONNAISSANCE",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.6667,high,CRITICAL: Triggered Wazuh alert level 10. Known attack pattern detected.,No,2493.8254,No,0.9246,No,low,No,No,No,Unknown,"Command And Control, Discovery, Execution, Initial Access, Privilege Escalation","T1018: Remote System Discovery, T1046: Network Service Discovery, T1068: Exploitation for Privilege Escalation, T1071: Application Layer Protocol, T1083: File and Directory Discovery, T1190: Exploit Public-Facing Application, T1203: Exploitation for Client Execution",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1068/ | https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1083/
10.28.0.6,N/A,68.0,MEDIUM,967,2026-01-29 19:24:58,2026-02-05 06:46:17,032|HRC-HBS-EKS-Server|10.28.0.6,"AttackType.UNKNOWN, AttackType.RECONNAISSANCE",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,2565.9824,No,3.7046,No,low,No,No,No,Unknown,"Credential Access, Discovery","T1018: Remote System Discovery, T1046: Network Service Discovery, T1083: File and Directory Discovery, T1110: Brute Force",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1083/ | https://attack.mitre.org/techniques/T1110/
10.0.7.86,N/A,68.0,MEDIUM,119,2026-01-29 12:21:16,2026-02-05 06:48:35,009|HRC-Aurora-Bastion-Host|10.0.7.86,"AttackType.UNKNOWN, AttackType.RECONNAISSANCE",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,44.7064,No,1.2094,No,low,No,No,No,Unknown,"Credential Access, Discovery","T1018: Remote System Discovery, T1046: Network Service Discovery, T1083: File and Directory Discovery, T1110: Brute Force",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1083/ | https://attack.mitre.org/techniques/T1110/
10.31.2.177,N/A,68.0,MEDIUM,1074,2026-01-29 20:27:17,2026-02-05 06:41:03,019|OneHRC-PROD-EKS-Server|10.31.2.177,"AttackType.UNKNOWN, AttackType.RECONNAISSANCE",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,3504.3591,No,1.3339,No,low,No,No,No,Unknown,"Credential Access, Discovery","T1018: Remote System Discovery, T1046: Network Service Discovery, T1083: File and Directory Discovery, T1110: Brute Force",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1083/ | https://attack.mitre.org/techniques/T1110/
10.7.0.252,N/A,68.0,MEDIUM,1929,2026-01-29 14:32:35,2026-02-05 02:36:09,035|HRC-CSE-DEV-GUI-Ubuntu-Server|10.7.0.252,"AttackType.UNKNOWN, AttackType.SSRF",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.5333,medium,SUSPICIOUS: Triggered Wazuh alert level 8. Potential attack pattern.,No,14369.7578,No,7.0226,No,low,No,No,No,Unknown,"Command And Control, Credential Access, Initial Access","T1071: Application Layer Protocol, T1110: Brute Force, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1190/
10.0.2.150,N/A,68.0,MEDIUM,13,2026-02-01 17:02:12,2026-02-04 10:09:31,048|HRC-NIFI-NIFI-Prod-App-02|10.0.2.150,"AttackType.SSRF, AttackType.BRUTE_FORCE",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,2.2682,No,7.6024,No,low,No,No,No,Unknown,"Command And Control, Credential Access, Initial Access","T1071: Application Layer Protocol, T1110.001: Password Guessing, T1110: Brute Force, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1110/001/ | https://attack.mitre.org/techniques/T1190/
203.189.188.67,NO,66.54,MEDIUM,11,2026-01-29 11:06:38,2026-01-30 00:11:17,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Hutchison Telecommunications Lanka (Private) Limited,Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.0517,No,9.7649,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
190.124.153.17,YES,65.07,MEDIUM,6,2026-02-02 16:35:52,2026-02-02 16:44:31,008|HRC-Bastion-Server-DEV|172.16.0.100,AttackType.BRUTE_FORCE,AR,AR,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,3527,3527,No,MERCO COMUNICACIONES,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=3527, not_whitelisted",Yes,353163.125,Yes,11.6167,Yes,critical,No,No,No,Unknown,Credential Access,"T1110.001: Password Guessing, T1110: Brute Force",https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1110/001/
10.11.2.63,N/A,65.0,MEDIUM,306,2026-01-29 20:05:30,2026-02-05 10:14:06,046|HRC-CIP-Application-Server-Staging|10.11.2.63,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,357.2874,No,2.0385,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.27.0.153,N/A,65.0,MEDIUM,1280,2026-01-29 11:00:15,2026-02-05 10:00:45,031|HRC-Credentialing-Jenkins-Agent|10.27.0.153,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,3966.3931,No,1.6068,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.2.1.162,N/A,65.0,MEDIUM,91,2026-01-29 18:56:10,2026-02-05 06:14:52,034|HRC-AMD-Kollect-Mediator-PROD|10.2.1.162,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.4667,medium,SUSPICIOUS: Triggered Wazuh alert level 7. Potential attack pattern.,No,28.5106,No,1.9476,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
136.0.0.0,YES,65.0,MEDIUM,4,2026-02-01 19:22:03,2026-02-04 19:23:38,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,Yes,5,95,AbuseIPDB,5,0,0,,5,5,5,5,No,Evoxt,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=5%, reports=5, not_whitelisted",No,1.1954,No,5.8514,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
45.121.91.122,NO,65.0,MEDIUM,7,2026-02-02 06:47:01,2026-02-03 13:37:45,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Hutchison Telecommunications Lanka (Private) Limited,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,1.4237,No,9.5898,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
112.134.190.146,NO,64.26,MEDIUM,19,2026-01-30 14:15:10,2026-01-30 22:46:46,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Internet Service Provider in Sri Lanka.,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,1.5677,No,9.7601,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
151.243.109.94,YES,63.02,MEDIUM,5,2026-02-03 22:11:57,2026-02-03 22:13:55,003|HRC-CDM-Application-Server-Prod|10.18.5.178,"AttackType.UNKNOWN, AttackType.EXPLOIT",NL,NL,Unknown,,,AbuseIPDB,Yes,35,65,AbuseIPDB,35,0,0,,35,35,5,5,No,Kraken Network ISP LTD,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=35%, reports=5, not_whitelisted",No,34.4935,No,4.6639,No,low,No,No,No,Unknown,"Credential Access, Execution, Initial Access, Privilege Escalation","T1068: Exploitation for Privilege Escalation, T1110: Brute Force, T1190: Exploit Public-Facing Application, T1203: Exploitation for Client Execution",https://attack.mitre.org/techniques/T1068/ | https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1190/ | https://attack.mitre.org/techniques/T1203/
35.216.195.77,YES,63.0,MEDIUM,5,2026-01-31 06:30:28,2026-01-31 06:30:34,003|HRC-CDM-Application-Server-Prod|10.18.5.178,"AttackType.UNKNOWN, AttackType.RECONNAISSANCE",CH,CH,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,2119,2119,No,Google LLC,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=2119, not_whitelisted",Yes,127167.4141,Yes,11.4789,Yes,high,No,No,No,Unknown,"Credential Access, Discovery","T1018: Remote System Discovery, T1046: Network Service Discovery, T1083: File and Directory Discovery, T1110: Brute Force",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1083/ | https://attack.mitre.org/techniques/T1110/
10.2.1.251,N/A,63.0,MEDIUM,20,2026-01-31 17:15:24,2026-02-05 07:32:41,034|HRC-AMD-Kollect-Mediator-PROD|10.2.1.162,"AttackType.UNKNOWN, AttackType.PORT_SCAN",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,1.4517,No,7.8229,No,low,No,No,No,Unknown,"Credential Access, Discovery","T1018: Remote System Discovery, T1046: Network Service Discovery, T1110: Brute Force",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1110/
10.2.1.4,N/A,63.0,MEDIUM,15,2026-01-29 16:53:35,2026-01-31 06:11:08,034|HRC-AMD-Kollect-Mediator-PROD|10.2.1.162,"AttackType.UNKNOWN, AttackType.RECONNAISSANCE",Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,1.0076,No,8.6192,No,low,No,No,No,Unknown,"Credential Access, Discovery","T1018: Remote System Discovery, T1046: Network Service Discovery, T1083: File and Directory Discovery, T1110: Brute Force",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1083/ | https://attack.mitre.org/techniques/T1110/
40.81.230.77,YES,62.94,MEDIUM,3,2026-02-02 08:07:20,2026-02-03 03:59:51,003|HRC-CDM-Application-Server-Prod|10.18.5.178,"AttackType.UNKNOWN, AttackType.SSRF",IN,IN,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,272,272,No,Microsoft Corporation,Data Center/Web Hosting/Transit,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=272, not_whitelisted",No,2398.9971,No,3.5219,No,low,No,No,No,Unknown,"Command And Control, Credential Access, Initial Access","T1071: Application Layer Protocol, T1110: Brute Force, T1190: Exploit Public-Facing Application",https://attack.mitre.org/techniques/T1071/ | https://attack.mitre.org/techniques/T1110/ | https://attack.mitre.org/techniques/T1190/
175.157.19.100,NO,61.91,MEDIUM,8,2026-01-30 05:41:37,2026-01-30 09:30:57,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,1,1,No,Dialog Axiata PLC.,Mobile ISP,0,0,0,No,,,No,0.2,low,TI validation: Insufficient TI evidence for confirmation,No,1.4691,No,9.8848,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
49.47.9.112,YES,60.91,MEDIUM,3,2026-02-03 18:06:38,2026-02-03 19:56:09,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,Yes,16,84,AbuseIPDB,16,0,0,,16,16,3,3,No,Reliance Jio Infocomm Limited,Mobile ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=16%, reports=3, not_whitelisted",No,10.0127,No,1.0772,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
122.168.66.200,NO,60.02,MEDIUM,13,2026-02-02 21:46:57,2026-02-02 21:49:12,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,"1 Malviya Nagar,",Mobile ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.4695,No,9.8727,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.0.2.216,N/A,60.0,MEDIUM,45,2026-01-29 11:15:18,2026-02-05 09:44:18,052|HRC-Citus-Worker-02|10.0.2.216,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,4.4443,No,7.5371,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.0.2.38,N/A,60.0,MEDIUM,45,2026-01-29 10:55:48,2026-02-05 09:58:49,054|HRC-Citus-Worker-04|10.0.2.38,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,4.5505,No,7.6015,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.0.1.218,N/A,60.0,MEDIUM,43,2026-01-29 14:07:52,2026-02-05 08:56:02,051|HRC-Citus-Worker-01|10.0.1.218,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,4.8601,No,7.6094,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.0.2.96,N/A,60.0,MEDIUM,44,2026-01-29 10:46:01,2026-02-05 08:17:12,053|HRC-Citus-Worker-03|10.0.2.96,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,4.5032,No,7.7561,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
10.0.3.162,N/A,60.0,MEDIUM,44,2026-01-29 12:34:15,2026-02-05 06:57:16,050|HRC-Citus-Master-01|10.0.3.162,AttackType.UNKNOWN,Unknown,N/A,Unknown,,,GeoIP,No,0,N/A,ML_Only,0,0,0,,0,0,0,0,No,Unknown,Unknown,0,0,0,No,,,Yes,0.3333,medium,SUSPICIOUS: Triggered Wazuh alert level 5. Potential attack pattern.,No,2.4355,No,7.5666,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
203.189.184.235,NO,60.0,MEDIUM,13,2026-02-04 04:45:00,2026-02-05 09:13:18,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Hutchison Telecommunications Lanka (Private) Limited,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.5379,No,9.3374,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
54.157.15.204,NO,60.0,MEDIUM,32,2026-01-29 16:38:00,2026-02-03 19:51:33,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Amazon Technologies Inc.,Data Center/Web Hosting/Transit,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,2.045,No,8.2338,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
115.0.0.0,YES,60.0,MEDIUM,3,2026-01-29 23:57:20,2026-02-01 00:29:51,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,KR,KR,Unknown,,,AbuseIPDB,Yes,11,89,AbuseIPDB,11,0,0,,11,11,9,9,No,Korea Telecom,Fixed Line ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=11%, reports=9, not_whitelisted",No,6.2816,No,2.1583,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
54.172.79.131,NO,60.0,MEDIUM,8,2026-01-29 17:22:38,2026-01-30 17:28:21,034|HRC-AMD-Kollect-Mediator-PROD|10.2.1.162,AttackType.UNKNOWN,US,US,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Amazon Technologies Inc.,Data Center/Web Hosting/Transit,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.3862,No,9.302,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
182.77.76.86,YES,57.68,MEDIUM,2,2026-01-30 07:47:30,2026-01-30 13:09:04,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,Yes,4,96,AbuseIPDB,4,0,0,,4,4,1,1,No,BHARTI TELENET LTD.MUMBAI,Mobile ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=4%, reports=1, not_whitelisted",No,2.8071,No,8.3297,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
45.121.91.153,NO,56.75,MEDIUM,13,2026-01-30 05:04:20,2026-01-30 18:34:16,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Hutchison Telecommunications Lanka (Private) Limited,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,0.512,No,9.5014,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
123.231.93.63,NO,55.0,MEDIUM,5,2026-02-02 06:19:41,2026-02-04 10:07:14,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,LK,LK,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,MTT Network Pvt Ltd,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,3.2537,No,9.3899,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
105.188.121.179,YES,55.0,MEDIUM,2,2026-01-31 17:56:26,2026-02-03 06:46:43,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.RECONNAISSANCE,MA,MA,Unknown,,,AbuseIPDB,Yes,100,0,AbuseIPDB,100,0,0,,100,100,70,70,No,2G/3G Mobile Costumers,Mobile ISP,0,0,0,No,,,Yes,0.95,high,"TI-confirmed malicious: AbuseIPDB: confidence=100%, reports=70, not_whitelisted",No,437.8507,No,0.6335,No,low,No,No,No,Unknown,Discovery,"T1018: Remote System Discovery, T1046: Network Service Discovery, T1083: File and Directory Discovery",https://attack.mitre.org/techniques/T1018/ | https://attack.mitre.org/techniques/T1046/ | https://attack.mitre.org/techniques/T1083/
103.155.194.198,NO,55.0,MEDIUM,5,2026-01-29 19:41:24,2026-01-30 20:04:42,003|HRC-CDM-Application-Server-Prod|10.18.5.178,AttackType.UNKNOWN,IN,IN,Unknown,,,AbuseIPDB,No,0,,AbuseIPDB,50,0,0,,0,0,0,0,No,Ethereal Business Solutions Private Limited,Fixed Line ISP,0,0,0,No,,,No,0.2,low,"TI validation: No AbuseIPDB reports, insufficient TI evidence",No,1.7376,No,9.6656,No,low,No,No,No,Unknown,Credential Access,T1110: Brute Force,https://attack.mitre.org/techniques/T1110/
